"helpfulVotes","publishedDate","publishedPlatform","rating","text","title","tripType"
"0","2019-06-24","OTHER","5","Beautiful buildings, rich history and lots of sights to see.  Easy to walk around the various colleges and spot all the different buildings (bridge of sighs, bodleian library, sheldonian theatre, etc).  Arm yourself with a good map and do it at your own pace.  lots of great photo opportunities as well.  Alternatively join the bus tour for full commentary and you can have a seat throughout.","Excellent to wander around ...","FAMILY"
"0","2019-06-23","MOBILE","5","We wandered around the many colleges and beautiful buildings. The extent was surprising and the many different styles added to the occasion. Worth another visit.","So much to see....","COUPLES"
"0","2019-06-23","OTHER","5","We loved everything about Oxford University and this had a lot to do with our guide Debbie. She gave enough information for kids to stay interested and a few juicy tidbits on celebrity visits and movie sets. Seriously a great day!","Walking tour with Debbie","FAMILY"
"0","2019-06-21","OTHER","5","Oxford is unique in the world, and there are so many things to see and do at the university.  Best to arrange a tour as many of the areas are not open to non-students.","So Much to See","BUSINESS"
"2","2019-06-06","MOBILE","5","it is amazing to tour around
any colleges and feel the studnets spirit in the air, this tiny village is full of great architecture as well","amazing","SOLO"
"0","2019-05-30","MOBILE","5","I had previously passed through Oxford without ever properly staying to have proper look.  I’m glad that I finally did.  

The buildings and layout are incredibly beautiful, especially when seen in the early morning or late evening light when the sun hits the stone at the right angle. The wealth of traditions and history surrounding this University are fascinating and, as an Australian, interesting to see which have been adopted by our universities.

The University is remarkably compact and given the flatness of Oxford, it is very easy to walk around.  We booked a guided tour for three hours through Oxford Walking Tours (Student Life Tour).  There are lots of walking tours but I cannot recommend this company highly enough as my wife and I enjoyed every minute of it and were able to access three colleges, often being the only tourists present.","Beautiful buildings and wealth of traditions","COUPLES"
"2","2019-05-15","MOBILE","4","It’s fascinating atmhosphere makes you wish to start to college over again. All the buildings are artwork. ","Fantastic ","FAMILY"
"2","2019-05-02","OTHER","5","The main attraction for tourists visiting Oxford is its university. There are many beautiful and interesting buildings to see.
Bodlein Library is the second largest library in the UK. We didn’t get to go inside as we didn’t book in advance and entry is in specific slots. I couldn’t find how to book online – if you’re desperate to go in, I’d suggest you turn up early to secure a slot to go in.
Radcliffe Camera is a really impressive building and is considered one of England’s earliest examples of a round library.
It stands in front of the Church of Saint Mary the Virgin.
Oxford University grounds and colleges are extensive; you can definitely spend the whole day walking in and around them!","Beautiful grounds","COUPLES"
"2","2019-04-28","MOBILE","5","The colleges of Oxford University were breathtaking. The University spans the entire town. It was great strolling through the streets and checking out the various college buildings. The architecture and history was absolutely amazing. Must enter a college to check out the campus, dining hall, chapel (if possible). The alumni from Oxford university are impressive. Truly one of the best universities in the world. ","Top University ","SOLO"
"0","2019-04-14","MOBILE","3","This was a nice college to stay in but I found it unacceptable that noone cleaned our room over the weekend or bathroom.The breakfast could have been better.They could not offer vegi sausage or scrambled egg even though I asked as I was vegetarian  Jam was in jars and the lids not always on and the loaves of breads were on the mantlepieces.Needs improvement.","3 night stay","FRIENDS"
"2","2019-04-07","OTHER","5","If you want to see the colleges, avoid the touristy times and simply ask the porters for a quick look around. We found them full of knowledge and really helpful.","Ask the porters!","FAMILY"
